date,trade_code,high,low,open,close,volume
2020-07-14,SALAMCRST,18.9,18.6,18.6,18.6,"42,323"
2020-07-13,SALAMCRST,19,18.6,19,18.6,"20,966"
2020-07-12,SALAMCRST,19,18.6,19,18.8,"52,678"
2020-07-09,SALAMCRST,19.7,18.6,18.6,19,"207,741"
2020-07-08,SALAMCRST,18.6,18.6,18.6,18.6,"24,300"
2020-07-07,SALAMCRST,18.6,18.6,18.6,18.6,"1,220"
2020-07-06,SALAMCRST,18.6,18.6,18.6,18.6,"1,130"
2020-07-05,SALAMCRST,18.6,18.6,18.6,18.6,"2,020"
2020-07-02,SALAMCRST,0,0,0,18.6,0
2020-08-10,SALVOCHEM,12.7,11.7,12.7,12.1,"146,864"
2020-08-09,SALVOCHEM,11.6,10.7,10.7,11.6,"183,861"
2020-08-06,SALVOCHEM,10.6,10.4,10.4,10.6,"52,907"
2020-08-05,SALVOCHEM,10.7,10.4,10.5,10.4,"110,102"
2020-08-04,SALVOCHEM,10.6,10.3,10.4,10.5,"57,258"
2020-08-03,SALVOCHEM,10.4,10.1,10.1,10.3,"75,701"
2020-07-30,SALVOCHEM,10.4,10.1,10.1,10.1,"36,410"
2020-07-29,SALVOCHEM,10.1,10.1,10.1,10.1,"17,772"
2020-07-28,SALVOCHEM,10.2,10.1,10.2,10.1,"82,049"
2020-07-27,SALVOCHEM,10.3,10.1,10.1,10.2,"12,025"
2020-07-26,SALVOCHEM,10.3,10.1,10.1,10.2,"18,995"
2020-07-23,SALVOCHEM,10.6,10.1,10.1,10.1,"38,070"
2020-07-22,SALVOCHEM,10.6,10.1,10.1,10.1,"268,364"
2020-07-21,SALVOCHEM,10.1,10.1,10.1,10.1,571
2020-07-20,SALVOCHEM,0,0,0,10.1,0
2020-07-19,SALVOCHEM,10.1,10.1,10.1,10.1,100
2020-07-16,SALVOCHEM,0,0,0,10.1,0
2020-07-15,SALVOCHEM,10.1,10.1,10.1,10.1,200
2020-07-14,SALVOCHEM,10.1,10.1,10.1,10.1,"6,277"
2020-07-13,SALVOCHEM,10.1,10.1,10.1,10.1,"32,571"
2020-07-12,SALVOCHEM,10.1,10.1,10.1,10.1,300
2020-07-09,SALVOCHEM,10.1,10.1,10.1,10.1,"31,000"
2020-07-08,SALVOCHEM,10.1,10.1,10.1,10.1,"107,812"
2020-07-07,SALVOCHEM,10.1,10.1,10.1,10.1,401
2020-07-06,SALVOCHEM,10.1,10.1,10.1,10.1,1
2020-07-05,SALVOCHEM,10.1,10.1,10.1,10.1,"1,573"
2020-07-02,SALVOCHEM,10.1,10.1,10.1,10.1,"10,338"
2020-08-10,SAMATALETH,119.9,112,114.7,113.7,"105,631"
2020-08-09,SAMATALETH,115,107,107.2,110.7,"116,875"
2020-08-06,SAMATALETH,117.5,106.9,110,107.1,"151,051"
2020-08-05,SAMATALETH,119.9,110.2,117.7,110.9,"133,064"
2020-08-04,SAMATALETH,126.9,116,119,117.8,"157,981"
2020-08-03,SAMATALETH,117.5,106.9,106.9,116.6,"197,096"
2020-07-30,SAMATALETH,106.9,106.9,106.9,106.9,756
2020-07-29,SAMATALETH,106.9,106.9,106.9,106.9,547
2020-07-28,SAMATALETH,106.9,106.9,106.9,106.9,389
2020-07-27,SAMATALETH,106.9,106.9,106.9,106.9,"1,053"
2020-07-26,SAMATALETH,106.9,106.9,106.9,106.9,"6,560"
2020-07-23,SAMATALETH,106.9,106.9,106.9,106.9,170
2020-07-22,SAMATALETH,106.9,106.9,106.9,106.9,565
2020-07-21,SAMATALETH,106.9,106.9,106.9,106.9,68
2020-07-20,SAMATALETH,106.9,106.9,106.9,106.9,65
2020-07-19,SAMATALETH,106.9,106.9,106.9,106.9,"1,000"
2020-07-16,SAMATALETH,106.9,106.9,106.9,106.9,543
2020-07-15,SAMATALETH,106.9,106.9,106.9,106.9,21
2020-07-14,SAMATALETH,106.9,106.9,106.9,106.9,"1,998"
2020-07-13,SAMATALETH,106.9,106.9,106.9,106.9,"6,559"
2020-07-12,SAMATALETH,106.9,106.9,106.9,106.9,"10,877"
2020-07-09,SAMATALETH,106.9,106.9,106.9,106.9,651
2020-07-08,SAMATALETH,106.9,106.9,106.9,106.9,1
2020-07-07,SAMATALETH,0,0,0,106.9,0
2020-07-06,SAMATALETH,0,0,0,106.9,0
2020-07-05,SAMATALETH,106.9,106.9,106.9,106.9,100
2020-07-02,SAMATALETH,106.9,106.9,106.9,106.9,19
2020-08-10,SAMORITA,67,65.3,65.3,66.1,"21,103"
2020-08-09,SAMORITA,66.7,64.5,65,65.1,"55,697"
2020-08-06,SAMORITA,65.9,63.6,64.1,63.8,"39,229"
2020-08-05,SAMORITA,67.8,64.5,66.3,65.1,"21,816"
2020-08-04,SAMORITA,68,66,66.9,67.5,"22,605"
2020-08-03,SAMORITA,68.9,66.6,67.8,66.9,"11,144"
2020-07-30,SAMORITA,69.7,68,69.7,68.9,"19,530"
2020-07-29,SAMORITA,69.3,66,66,69,"50,260"
2020-07-28,SAMORITA,68.7,66.7,66.7,67.4,"54,448"
2020-07-27,SAMORITA,67.7,65.4,67.4,67,"19,432"
2020-07-26,SAMORITA,69.8,66,68.5,67.5,"35,205"
2020-07-23,SAMORITA,68.5,66,66,68.3,"97,438"
2020-07-22,SAMORITA,66,62.9,64.2,65.6,"47,956"
2020-07-21,SAMORITA,65,62,62,64.6,"19,398"
2020-07-20,SAMORITA,63.8,61.7,62.1,62.6,"4,141"
2020-07-19,SAMORITA,62.7,60.6,62,61.6,"21,865"
2020-07-16,SAMORITA,65.3,62.6,64,63.1,"12,538"
2020-07-15,SAMORITA,66.8,62.7,63.7,66.1,"40,312"
2020-07-14,SAMORITA,64.8,61.7,62.5,63.7,"48,016"
2020-07-13,SAMORITA,63.3,61.8,63.2,62.4,"10,394"
2020-07-12,SAMORITA,64.2,60.6,60.6,63.4,"31,587"
2020-07-09,SAMORITA,60.6,60.6,60.6,60.6,"29,476"
2020-07-08,SAMORITA,60.6,60.6,60.6,60.6,"9,681"
2020-07-07,SAMORITA,0,0,0,60.6,0
2020-07-06,SAMORITA,60.6,60.6,60.6,60.6,550
2020-07-05,SAMORITA,60.6,60.6,60.6,60.6,20
2020-07-02,SAMORITA,60.6,60.6,60.6,60.6,21
2020-08-10,SANDHANINS,30.9,26.4,29.2,27.2,"1,108,443"
2020-08-09,SANDHANINS,31,25.8,27,28.8,"3,456,889"
2020-08-06,SANDHANINS,27.5,25.4,25.4,26.6,"1,321,912"
2020-08-05,SANDHANINS,25.6,23.6,23.6,25.1,"603,288"
2020-08-04,SANDHANINS,24.7,22.3,24,23.4,"398,050"
2020-08-03,SANDHANINS,25.9,23.8,25.7,24.4,"465,335"
2020-07-30,SANDHANINS,25.5,23.5,24.4,25.2,"564,607"
2020-07-29,SANDHANINS,24.5,22.2,22.4,24.1,"756,752"
2020-07-28,SANDHANINS,22.9,21.4,21.7,22.6,"519,186"
2020-07-27,SANDHANINS,21.8,20,20,21.3,"220,717"
2020-07-26,SANDHANINS,20.2,19.7,20.2,19.9,"72,603"
2020-07-23,SANDHANINS,20.1,19.6,19.6,19.9,"62,515"
2020-07-22,SANDHANINS,20.3,19.8,20.2,19.8,"60,583"
2020-07-21,SANDHANINS,21.3,20.3,20.7,20.4,"151,033"
2020-07-20,SANDHANINS,21.3,19.3,19.3,20.7,"408,542"
2020-07-19,SANDHANINS,19.7,18.8,19.1,19.4,"186,100"
2020-07-16,SANDHANINS,19.3,18.3,18.3,19.1,"126,193"
2020-07-15,SANDHANINS,18.9,18.2,18.8,18.8,"175,831"
2020-07-14,SANDHANINS,18.8,18.1,18.1,18.2,"44,357"
2020-07-13,SANDHANINS,18.8,18.4,18.7,18.6,"54,239"
2020-07-12,SANDHANINS,19.3,18,18,18.7,"54,078"
2020-07-09,SANDHANINS,19.3,18.5,18.7,19.1,"83,984"
2020-07-08,SANDHANINS,18.7,18.2,18.6,18.7,"162,088"
2020-07-07,SANDHANINS,18.7,18,18.1,18.2,"69,443"
2020-07-06,SANDHANINS,18.4,18,18,18.1,"317,705"
2020-07-05,SANDHANINS,0,0,0,18,0
2020-07-02,SANDHANINS,18,18,18,18,500
2020-08-10,SAPORTL,22.2,20.3,22.2,20.4,"449,592"
2020-08-09,SAPORTL,21.3,19.7,20,21.1,"526,476"
2020-08-06,SAPORTL,20.3,19.1,20.3,19.6,"305,025"
2020-08-05,SAPORTL,20,18,19,19.3,"761,600"
2020-08-04,SAPORTL,19.4,18.5,19.4,18.8,"203,856"
2020-08-03,SAPORTL,19.1,17.6,17.6,19,"447,707"
2020-07-30,SAPORTL,17.6,17.1,17.4,17.4,"244,482"
2020-07-29,SAPORTL,17.6,17.1,17.5,17.3,"263,294"
2020-07-28,SAPORTL,17.5,17,17.1,17.4,"269,034"
2020-07-27,SAPORTL,17.2,16.9,16.9,17.1,"285,612"
2020-07-26,SAPORTL,17,16.7,16.8,16.9,"108,986"
2020-07-23,SAPORTL,16.9,16.7,16.8,16.8,"77,619"
2020-07-22,SAPORTL,17,16.6,16.6,16.8,"213,184"
2020-07-21,SAPORTL,16.8,16.6,16.6,16.6,"112,289"
2020-07-20,SAPORTL,16.6,16.6,16.6,16.6,"3,795"
2020-07-19,SAPORTL,16.6,16.6,16.6,16.6,"12,100"
2020-07-16,SAPORTL,16.6,16.6,16.6,16.6,"10,671"
2020-07-15,SAPORTL,16.8,16.6,16.8,16.6,"17,266"
2020-07-14,SAPORTL,16.9,16.6,16.8,16.6,"118,989"
2020-07-13,SAPORTL,17.1,16.7,16.9,16.8,"164,673"
2020-07-12,SAPORTL,17.4,16.6,17,16.9,"123,139"
2020-07-09,SAPORTL,17.1,16.6,16.6,16.9,"450,890"
2020-07-08,SAPORTL,16.6,16.6,16.6,16.6,"12,858"
2020-07-07,SAPORTL,16.6,16.6,16.6,16.6,"1,800"
2020-07-06,SAPORTL,16.6,16.6,16.6,16.6,"3,300"
2020-07-05,SAPORTL,16.6,16.6,16.6,16.6,"1,341"
2020-07-02,SAPORTL,16.6,16.6,16.6,16.6,"2,020"
2020-08-10,SAVAREFR,169.8,145.5,160.5,158.6,"10,704"
2020-08-09,SAVAREFR,158.6,149.5,149.5,158.2,"13,611"
2020-08-06,SAVAREFR,148.9,136,143.9,144.2,"22,738"
2020-08-05,SAVAREFR,138.4,132,132,137.4,"20,706"
2020-08-04,SAVAREFR,130.4,123,125,129.7,"12,354"
2020-08-03,SAVAREFR,124.8,122.1,124,122.6,"4,001"
2020-07-30,SAVAREFR,126,118,123,119,"2,266"
2020-07-29,SAVAREFR,122.4,119,121.9,121.7,"5,458"
2020-07-28,SAVAREFR,128,116.6,122.2,120.4,"17,404"
2020-07-27,SAVAREFR,125,114.3,114.3,121.8,"10,618"
2020-07-26,SAVAREFR,118,112,118,115.2,"3,315"
2020-07-23,SAVAREFR,118.9,110.5,118.9,111.7,"17,835"
2020-07-22,SAVAREFR,108.5,103,103.1,108.1,"7,321"
2020-07-21,SAVAREFR,102.7,98.2,102.7,98.7,288
2020-07-20,SAVAREFR,102,98.5,98.5,100.2,"1,629"
2020-07-19,SAVAREFR,100,98.1,98.1,99.3,782
2020-07-16,SAVAREFR,102.3,98.2,98.2,101.7,694
2020-07-15,SAVAREFR,100,98.1,99.2,98.2,"1,862"
2020-07-14,SAVAREFR,101,98.1,101,99.2,"1,055"
2020-07-13,SAVAREFR,102,100.1,100.1,101.7,59
2020-07-12,SAVAREFR,103,98.2,99,100.1,"2,071"
2020-07-09,SAVAREFR,100,100,100,100,"4,006"
2020-07-08,SAVAREFR,103.9,98.4,98.4,101.5,476
2020-07-07,SAVAREFR,100,98.2,100,98.3,"1,800"
2020-07-06,SAVAREFR,100.5,100.5,100.5,100.5,20
2020-07-05,SAVAREFR,100.3,98.4,100.3,98.5,"2,649"
2020-07-02,SAVAREFR,98.4,98.1,98.2,98.3,"2,126"
2020-08-10,SEAPEARL,79.1,79.1,79.1,79.1,"12,408"
2020-08-09,SEAPEARL,79.1,79.1,79.1,79.1,"1,965"
2020-08-06,SEAPEARL,0,0,0,79.1,0
2020-08-05,SEAPEARL,0,0,0,79.1,0
2020-08-04,SEAPEARL,79.1,79.1,79.1,79.1,155
2020-08-03,SEAPEARL,79.1,79.1,79.1,79.1,"57,403"
2020-07-30,SEAPEARL,0,0,0,79.1,0
2020-07-29,SEAPEARL,79.1,79.1,79.1,79.1,50
2020-07-28,SEAPEARL,79.1,79.1,79.1,79.1,"60,002"
2020-07-27,SEAPEARL,0,0,0,79.1,0
2020-07-26,SEAPEARL,79.1,79.1,79.1,79.1,"3,953"
2020-07-23,SEAPEARL,79.1,79.1,79.1,79.1,2
2020-07-22,SEAPEARL,79.1,79.1,79.1,79.1,1
2020-07-21,SEAPEARL,79.1,79.1,79.1,79.1,"39,444"
2020-07-20,SEAPEARL,79.1,79.1,79.1,79.1,"11,047"
2020-07-19,SEAPEARL,79.1,79.1,79.1,79.1,45
2020-07-16,SEAPEARL,0,0,0,79.1,0
2020-07-15,SEAPEARL,0,0,0,79.1,0
2020-07-14,SEAPEARL,79.1,79.1,79.1,79.1,1
2020-07-13,SEAPEARL,0,0,0,79.1,0
2020-07-12,SEAPEARL,79.1,79.1,79.1,79.1,3
2020-07-09,SEAPEARL,79.1,79.1,79.1,79.1,1
2020-07-08,SEAPEARL,79.1,79.1,79.1,79.1,1
2020-07-07,SEAPEARL,79.1,79.1,79.1,79.1,20
2020-07-06,SEAPEARL,79.1,79.1,79.1,79.1,1
2020-07-05,SEAPEARL,79.1,79.1,79.1,79.1,1
2020-07-02,SEAPEARL,0,0,0,79.1,0
2020-08-10,SEBL1STMF,10,9.5,10,9.7,"610,098"
2020-08-09,SEBL1STMF,10,9.5,9.8,9.9,"906,954"
2020-08-06,SEBL1STMF,9.8,9.5,9.6,9.7,"612,483"
2020-08-05,SEBL1STMF,9.6,9.3,9.3,9.4,"412,025"
2020-08-04,SEBL1STMF,9.4,9.3,9.3,9.3,"676,208"
2020-08-03,SEBL1STMF,9.4,9.3,9.3,9.3,"586,506"
2020-07-30,SEBL1STMF,9.3,9.3,9.3,9.3,"91,815"
2020-07-29,SEBL1STMF,9.3,9.3,9.3,9.3,"24,750"
2020-07-28,SEBL1STMF,9.4,9.3,9.3,9.3,"115,208"
2020-07-27,SEBL1STMF,9.4,9.3,9.4,9.3,"572,707"
2020-07-26,SEBL1STMF,9.4,9.3,9.4,9.4,"1,409,405"
2020-07-23,SEBL1STMF,9.4,9.3,9.4,9.3,"713,946"
2020-07-22,SEBL1STMF,9.4,9.3,9.4,9.3,"763,171"
2020-07-21,SEBL1STMF,9.5,9.3,9.3,9.4,"442,313"
2020-07-20,SEBL1STMF,9.3,9.3,9.3,9.3,"348,934"
2020-07-19,SEBL1STMF,9.3,9.3,9.3,9.3,"236,374"
2020-07-16,SEBL1STMF,9.4,9.3,9.3,9.3,"978,033"
2020-07-15,SEBL1STMF,9.4,9.3,9.3,9.3,"49,224"
2020-07-14,SEBL1STMF,9.4,9.3,9.4,9.3,"1,286,678"
2020-07-13,SEBL1STMF,9.5,9.4,9.5,9.4,"72,163"
2020-07-12,SEBL1STMF,9.6,9.3,9.3,9.4,"2,809,153"
2020-07-09,SEBL1STMF,9.5,9.3,9.3,9.3,"1,494,547"
2020-07-08,SEBL1STMF,9.3,9.3,9.3,9.3,"1,448,129"
2020-07-07,SEBL1STMF,9.3,9.3,9.3,9.3,375
2020-07-06,SEBL1STMF,0,0,0,9.3,0
2020-07-05,SEBL1STMF,0,0,0,9.3,0
2020-07-02,SEBL1STMF,9.3,9.3,9.3,9.3,"5,220"
2020-08-10,SEMLFBSLGF,9.2,8.5,9,8.6,"1,185,807"
2020-08-09,SEMLFBSLGF,9.4,8.7,9.3,8.9,"1,606,189"
2020-08-06,SEMLFBSLGF,9.3,8.8,8.8,9.2,"2,072,514"
2020-08-05,SEMLFBSLGF,8.7,7.9,7.9,8.6,"1,600,319"
2020-08-04,SEMLFBSLGF,8.1,7.9,8,8,"427,755"
2020-08-03,SEMLFBSLGF,8,7.8,7.9,8,"441,616"
2020-07-30,SEMLFBSLGF,8,7.8,7.8,7.9,"396,374"
2020-07-29,SEMLFBSLGF,8.1,7.8,8,7.8,"555,084"
2020-07-28,SEMLFBSLGF,8.2,7.8,7.9,8.1,"367,043"
2020-07-27,SEMLFBSLGF,8.2,7.9,8.2,7.9,"320,246"
2020-07-26,SEMLFBSLGF,8.4,8,8.3,8.1,"504,784"
2020-07-23,SEMLFBSLGF,8.4,8.1,8.3,8.2,"709,135"
2020-07-22,SEMLFBSLGF,8.6,8.2,8.3,8.2,"895,258"
2020-07-21,SEMLFBSLGF,8.4,7.9,7.9,8.3,"836,085"
2020-07-20,SEMLFBSLGF,7.9,7.8,7.8,7.8,"162,084"
2020-07-19,SEMLFBSLGF,7.8,7.8,7.8,7.8,"124,577"
2020-07-16,SEMLFBSLGF,7.8,7.8,7.8,7.8,"147,878"
2020-07-15,SEMLFBSLGF,8,7.8,8,7.8,"295,686"
2020-07-14,SEMLFBSLGF,8.1,7.8,8.1,7.8,"376,011"
2020-07-13,SEMLFBSLGF,8.4,7.9,8.4,7.9,"445,846"
2020-07-12,SEMLFBSLGF,8.5,8.2,8.3,8.4,"670,267"
2020-07-09,SEMLFBSLGF,8.4,7.8,8,8.3,"599,108"
2020-07-08,SEMLFBSLGF,8,7.8,7.8,7.9,"721,251"
2020-07-07,SEMLFBSLGF,7.8,7.8,7.8,7.8,"97,400"
2020-07-06,SEMLFBSLGF,7.8,7.8,7.8,7.8,298
2020-07-05,SEMLFBSLGF,0,0,0,7.8,0
2020-07-02,SEMLFBSLGF,7.8,7.8,7.8,7.8,"8,301"
2020-08-10,SEMLIBBLSF,6.9,6.5,6.6,6.7,"724,791"
2020-08-09,SEMLIBBLSF,7.1,6.5,6.6,6.9,"836,639"
2020-08-06,SEMLIBBLSF,7,6.5,6.6,6.6,"621,042"
2020-08-05,SEMLIBBLSF,6.7,6.2,6.2,6.5,"531,034"
2020-08-04,SEMLIBBLSF,6.5,6.2,6.2,6.2,"325,884"
2020-08-03,SEMLIBBLSF,6.3,6.1,6.2,6.2,"250,801"
2020-07-30,SEMLIBBLSF,6.4,6.2,6.2,6.3,"80,245"
2020-07-29,SEMLIBBLSF,6.4,6.1,6.4,6.3,"285,446"
2020-07-28,SEMLIBBLSF,6.5,6.3,6.4,6.5,"338,139"
2020-07-27,SEMLIBBLSF,6.4,6.2,6.3,6.3,"143,033"
2020-07-26,SEMLIBBLSF,6.3,6.2,6.2,6.3,"165,770"
2020-07-23,SEMLIBBLSF,6.5,6,6.2,6.2,"272,295"
2020-07-22,SEMLIBBLSF,6.7,6.4,6.5,6.4,"221,191"
2020-07-21,SEMLIBBLSF,6.6,6.2,6.2,6.5,"545,274"
2020-07-20,SEMLIBBLSF,6.2,6,6.2,6.1,"67,545"
2020-07-19,SEMLIBBLSF,6.3,6,6,6.1,"254,846"
2020-07-16,SEMLIBBLSF,6.4,6,6.3,6.1,"292,081"
2020-07-15,SEMLIBBLSF,6.5,6.1,6.5,6.2,"97,538"
2020-07-14,SEMLIBBLSF,6.5,6.1,6.3,6.3,"155,528"
2020-07-13,SEMLIBBLSF,6.5,6.3,6.5,6.4,"74,456"
2020-07-12,SEMLIBBLSF,6.8,6.5,6.6,6.6,"524,677"
2020-07-09,SEMLIBBLSF,6.6,6.1,6.1,6.4,"344,562"
2020-07-08,SEMLIBBLSF,6.2,6,6,6.1,"110,848"
2020-07-07,SEMLIBBLSF,6,6,6,6,"31,250"
2020-07-06,SEMLIBBLSF,6,6,6,6,500
2020-07-05,SEMLIBBLSF,6,6,6,6,"14,000"
2020-07-02,SEMLIBBLSF,6,6,6,6,"2,001"
2020-08-10,SEMLLECMF,5.9,5.5,5.7,5.7,"1,403,574"
2020-08-09,SEMLLECMF,6,5.4,6,5.8,"2,341,834"
2020-08-06,SEMLLECMF,6.2,5.9,5.9,6,"2,054,908"
2020-08-05,SEMLLECMF,5.8,5.3,5.3,5.8,"2,840,309"
2020-08-04,SEMLLECMF,5.4,5.3,5.3,5.3,"1,179,761"
2020-08-03,SEMLLECMF,5.4,5.3,5.3,5.3,"703,286"
2020-07-30,SEMLLECMF,5.4,5.3,5.3,5.3,"453,524"
2020-07-29,SEMLLECMF,5.4,5.3,5.3,5.3,"620,520"
2020-07-28,SEMLLECMF,5.5,5.3,5.4,5.4,"266,801"
2020-07-27,SEMLLECMF,5.4,5.3,5.4,5.4,"679,508"
2020-07-26,SEMLLECMF,5.5,5.3,5.4,5.4,"580,109"
2020-07-23,SEMLLECMF,5.5,5.3,5.5,5.3,"739,613"
2020-07-22,SEMLLECMF,5.7,5.4,5.7,5.4,"406,584"
2020-07-21,SEMLLECMF,5.6,5.3,5.4,5.6,"656,585"
2020-07-20,SEMLLECMF,5.4,5.3,5.3,5.3,"73,690"
2020-07-19,SEMLLECMF,5.3,5.3,5.3,5.3,"89,622"
2020-07-16,SEMLLECMF,5.4,5.3,5.3,5.3,"147,171"
2020-07-15,SEMLLECMF,5.4,5.3,5.4,5.3,"191,548"
2020-07-14,SEMLLECMF,5.5,5.3,5.4,5.3,"163,932"
2020-07-13,SEMLLECMF,5.6,5.4,5.6,5.4,"315,540"
2020-07-12,SEMLLECMF,5.6,5.3,5.6,5.6,"758,879"
2020-07-09,SEMLLECMF,5.6,5.3,5.4,5.5,"539,003"
2020-07-08,SEMLLECMF,5.4,5.3,5.3,5.4,"219,869"
2020-07-07,SEMLLECMF,5.3,5.3,5.3,5.3,"22,755"
2020-07-06,SEMLLECMF,5.3,5.3,5.3,5.3,"6,383"
2020-07-05,SEMLLECMF,5.3,5.3,5.3,5.3,"27,528"
2020-07-02,SEMLLECMF,5.3,5.3,5.3,5.3,"126,745"
2020-08-10,SHAHJABANK,19.7,19.3,19.6,19.4,"257,424"
2020-08-09,SHAHJABANK,19.7,19.2,19.2,19.6,"724,152"
2020-08-06,SHAHJABANK,19.3,19.2,19.2,19.2,"141,495"
2020-08-05,SHAHJABANK,20.5,19.2,19.2,19.2,"215,269"
2020-08-04,SHAHJABANK,19.2,19.2,19.2,19.2,"34,660"
2020-08-03,SHAHJABANK,19.2,19.2,19.2,19.2,977
2020-07-30,SHAHJABANK,19.3,19.2,19.2,19.2,"880,000"
2020-07-29,SHAHJABANK,19.2,19.2,19.2,19.2,10
2020-07-28,SHAHJABANK,19.2,19.2,19.2,19.2,"105,064"
2020-07-27,SHAHJABANK,19.2,19.2,19.2,19.2,"1,945"
2020-07-26,SHAHJABANK,19.2,19.2,19.2,19.2,"1,872"
2020-07-23,SHAHJABANK,19.2,19.2,19.2,19.2,"1,068"
2020-07-22,SHAHJABANK,19.2,19.2,19.2,19.2,22
2020-07-21,SHAHJABANK,19.2,19.2,19.2,19.2,"5,508"
2020-07-20,SHAHJABANK,0,0,0,19.2,0
2020-07-19,SHAHJABANK,19.2,19.2,19.2,19.2,"40,400"
2020-07-16,SHAHJABANK,19.2,19.2,19.2,19.2,"61,779"
2020-07-15,SHAHJABANK,19.2,19.2,19.2,19.2,"1,008"
2020-07-14,SHAHJABANK,19.2,19.2,19.2,19.2,"2,994"
2020-07-13,SHAHJABANK,19.2,19.2,19.2,19.2,"77,261"
2020-07-12,SHAHJABANK,19.2,19.2,19.2,19.2,"3,135"
2020-07-09,SHAHJABANK,19.2,19.2,19.2,19.2,"14,520"
2020-07-08,SHAHJABANK,19.2,19.2,19.2,19.2,5
2020-07-07,SHAHJABANK,0,0,0,19.2,0
2020-07-06,SHAHJABANK,19.2,19.2,19.2,19.2,104
2020-07-05,SHAHJABANK,19.2,19.2,19.2,19.2,"1,000"
2020-07-02,SHAHJABANK,0,0,0,19.2,0
2020-08-10,SHASHADNIM,25.9,24,25.5,24.7,"304,270"
2020-08-09,SHASHADNIM,25.8,24.9,25,25.5,"665,572"
2020-08-06,SHASHADNIM,24.9,23,23.4,24.7,"402,050"
2020-08-05,SHASHADNIM,24,22.8,23.5,23.4,"226,820"
2020-08-04,SHASHADNIM,24,23.2,23.6,23.4,"324,411"
2020-08-03,SHASHADNIM,24.9,23.7,24.7,23.8,"288,587"
2020-07-30,SHASHADNIM,24.5,22.8,22.8,24.4,"384,466"
2020-07-29,SHASHADNIM,23,21.6,21.6,22.7,"299,519"
2020-07-28,SHASHADNIM,22.1,21.6,21.6,21.8,"337,811"
2020-07-27,SHASHADNIM,21.6,21.6,21.6,21.6,"68,885"
2020-07-26,SHASHADNIM,21.6,21.6,21.6,21.6,"91,570"
2020-07-23,SHASHADNIM,21.6,21.6,21.6,21.6,"115,272"
2020-07-22,SHASHADNIM,21.6,21.6,21.6,21.6,"4,900"
2020-07-21,SHASHADNIM,21.6,21.6,21.6,21.6,"7,234"
2020-07-20,SHASHADNIM,21.6,21.6,21.6,21.6,291
2020-07-19,SHASHADNIM,0,0,0,21.6,0
2020-07-16,SHASHADNIM,21.6,21.6,21.6,21.6,1
2020-07-15,SHASHADNIM,21.6,21.6,21.6,21.6,22
2020-07-14,SHASHADNIM,21.6,21.6,21.6,21.6,930
2020-07-13,SHASHADNIM,21.6,21.6,21.6,21.6,375
2020-07-12,SHASHADNIM,21.6,21.6,21.6,21.6,"2,615"
2020-07-09,SHASHADNIM,21.6,21.6,21.6,21.6,"2,368"
2020-07-08,SHASHADNIM,21.6,21.6,21.6,21.6,138
2020-07-07,SHASHADNIM,21.6,21.6,21.6,21.6,20
2020-07-06,SHASHADNIM,0,0,0,21.6,0
2020-07-05,SHASHADNIM,0,0,0,21.6,0
2020-07-02,SHASHADNIM,0,0,0,21.6,0
2020-08-10,SHEPHERD,16.5,15.6,16.3,15.8,"1,111,140"
2020-08-09,SHEPHERD,16.4,15.7,15.7,16.2,"1,094,977"
2020-08-06,SHEPHERD,15.8,15.1,15.2,15.5,"1,217,909"
2020-08-05,SHEPHERD,15.6,15.1,15.3,15.1,"660,089"
2020-08-04,SHEPHERD,16.1,15.2,16,15.3,"768,647"
2020-08-03,SHEPHERD,16,15.2,15.2,15.8,"542,382"
2020-07-30,SHEPHERD,15.7,15.1,15.1,15.2,"1,762,590"
2020-07-29,SHEPHERD,15.1,15.1,15.1,15.1,"5,100"
2020-07-28,SHEPHERD,15.1,15.1,15.1,15.1,"57,356"
2020-07-27,SHEPHERD,15.1,15.1,15.1,15.1,"27,825"
2020-07-26,SHEPHERD,15.1,15.1,15.1,15.1,"159,142"
2020-07-23,SHEPHERD,15.1,15.1,15.1,15.1,"21,839"
2020-07-22,SHEPHERD,15.1,15.1,15.1,15.1,"3,134"
2020-07-21,SHEPHERD,15.1,15.1,15.1,15.1,165
2020-07-20,SHEPHERD,15.1,15.1,15.1,15.1,356
2020-07-19,SHEPHERD,15.1,15.1,15.1,15.1,"1,300"
2020-07-16,SHEPHERD,15.1,15.1,15.1,15.1,"1,600"
2020-07-15,SHEPHERD,15.1,15.1,15.1,15.1,"2,678"
2020-07-14,SHEPHERD,15.1,15.1,15.1,15.1,"2,485"
2020-07-13,SHEPHERD,15.1,15.1,15.1,15.1,"113,200"
2020-07-12,SHEPHERD,15.1,15.1,15.1,15.1,"30,810"
2020-07-09,SHEPHERD,15.1,15.1,15.1,15.1,"12,570"
2020-07-08,SHEPHERD,15.1,15.1,15.1,15.1,"6,129"
2020-07-07,SHEPHERD,15.1,15.1,15.1,15.1,753
2020-07-06,SHEPHERD,15.1,15.1,15.1,15.1,"5,600"
2020-07-05,SHEPHERD,15.1,15.1,15.1,15.1,"12,146"
2020-07-02,SHEPHERD,15.1,15.1,15.1,15.1,"7,000"
2020-08-10,SHURWID,25.7,22.9,25,23.5,"1,043,283"
2020-08-09,SHURWID,23.8,21.7,21.7,23.8,"8,101,490"
2020-08-06,SHURWID,21.7,21.7,21.7,21.7,"26,968"
